business_age_yrs,sector,monthly_revenue_ksh,monthly_expenses_ksh,num_employees,collateral_value_ksh,requested_loan_ksh,credit_history_score,loan_approved
14,Agriculture,816867,401686.6370772536,36,612082,930255,821,1
4,Agriculture,1433267,885854.7967718007,45,743787,688922,701,1
14,Hospitality,1696779,639417.7071354422,20,653848,1254491,704,1
9,Tech Startup,1745450,1087456.3192867017,25,990562,175555,651,1
1,Manufacturing,1591853,640869.7844972229,25,258490,1436311,688,1
9,Transport (Boda Boda),805890,430243.98999884387,9,922229,790957,733,1
1,Manufacturing,218017,92326.42916491578,1,720217,821769,644,0
10,Services,252366,161147.5250453546,14,34012,716775,482,0
3,Agriculture,1752679,961840.5127338342,27,763977,1363122,796,1
8,Tech Startup,1343995,416266.33704228926,14,900542,1164484,661,1
13,Agriculture,54112,17810.296559022903,32,641760,344768,645,1
1,Retail,920198,430472.87766599446,32,362355,693790,493,0
12,Services,1020850,315625.5781528039,24,983050,1858570,314,1
10,Transport (Boda Boda),1502024,1197559.3697339236,9,549939,672207,327,1
1,Agriculture,662064,212909.94772494122,10,849726,1278004,509,0
6,Hospitality,188678,140541.42999547586,40,37067,1025924,674,0
10,Retail,1276501,549962.1805920718,31,877702,1593225,404,1
10,Retail,945193,700145.0131373506,39,481947,559085,848,1
7,Hospitality,522850,263526.9776745163,15,22228,170627,400,0
8,Transport (Boda Boda),26475,18590.406307147812,9,241382,865977,680,0
12,Agriculture,1036254,711326.4949594403,40,431915,480037,734,1
10,Transport (Boda Boda),1746681,944949.9824502809,16,942357,1388352,765,1
7,Agriculture,1988881,1054970.8355359205,6,204829,367798,587,1
6,Manufacturing,1127177,855391.3167647864,45,165640,1047150,568,0
10,Manufacturing,1915202,701513.6691732177,31,721075,119409,779,1
9,Hospitality,1020610,625683.9919344998,32,279301,1275213,664,1
5,Agriculture,610176,276469.5009880372,19,857312,54507,417,0
2,Manufacturing,1433311,848749.2495262701,19,57450,447693,689,0
4,Manufacturing,538728,318110.4223694323,34,142245,1288553,509,0
12,Manufacturing,255132,165748.15210009745,9,788447,944586,608,1
8,Hospitality,875738,463376.3206828568,28,212153,330407,552,0
13,Hospitality,504427,238661.07026662427,21,919258,1911753,510,1
8,Agriculture,1129229,773769.0548046939,44,293219,1022048,343,0
13,Services,1303644,596290.0631157226,4,313673,1546030,622,1
2,Hospitality,198168,73810.89451611775,6,389913,1425330,838,0
9,Manufacturing,453297,250431.3626476564,48,605058,1151302,570,1
8,Manufacturing,1912901,1479922.457428642,47,80857,1481177,633,1
1,Agriculture,1710792,764166.8418590879,5,344950,629294,498,1
3,Retail,1531710,781427.3666949237,39,77271,866609,322,0
13,Hospitality,1412935,1027386.0571008578,41,358243,1414170,624,1
9,Retail,404784,311219.112515861,27,216110,1230408,312,0
11,Retail,1008539,454990.62062099384,22,237403,1655399,520,1
9,Transport (Boda Boda),36105,12817.59491065498,46,671223,128097,507,0
1,Transport (Boda Boda),66940,45674.620375394334,10,759112,1773578,842,0
12,Tech Startup,1267291,470687.1549015159,14,156089,1177640,301,0
8,Transport (Boda Boda),1119469,842726.2649834284,7,138595,886209,464,0
6,Services,1472765,934135.5867147743,15,261401,821136,815,1
13,Agriculture,1223960,926746.0641030346,46,620501,70874,373,1
11,Retail,414813,177131.58429312537,47,471769,730175,832,1
13,Hospitality,125736,53833.389054711966,6,455040,185797,497,0
13,Transport (Boda Boda),505077,355041.6470322198,22,275236,408062,730,1
10,Transport (Boda Boda),1736548,630499.8535262079,32,954593,1937145,797,1
1,Services,821693,423822.8110727768,13,360704,1811856,538,0
1,Tech Startup,20037,6516.58913425771,13,507450,671531,716,0
5,Transport (Boda Boda),1327006,945383.7297705516,49,791599,1355927,732,1
8,Tech Startup,788576,371032.9616784871,24,485375,235221,748,1
9,Agriculture,872224,331756.2201423791,42,175746,1411968,615,1
11,Retail,1529788,1197996.6602380278,9,559031,249824,665,1
4,Manufacturing,42076,31299.316576042977,12,873915,708323,733,0
3,Services,164938,74021.75941415761,4,213968,1990657,592,0
14,Transport (Boda Boda),1921737,1082509.5925938368,16,415882,1246278,447,1
6,Transport (Boda Boda),225591,179271.4731111288,16,523869,1308209,364,0
8,Services,817783,600106.1813053743,12,448400,1226957,775,1
13,Services,1412398,471748.1577945674,27,667861,949145,360,1
10,Agriculture,56382,22246.608988147127,46,994718,1768303,459,1
9,Tech Startup,1723930,1329309.8852791612,46,408916,784665,379,1
7,Transport (Boda Boda),503075,218460.3379165275,25,728734,377370,411,0
4,Retail,1227587,877537.9180732452,17,537068,1147034,785,1
6,Manufacturing,1048212,684819.1855037467,27,943652,1130109,846,1
4,Retail,283503,162229.11052414286,26,282488,954931,446,0
10,Manufacturing,1314416,1015895.5102156965,22,772470,1610121,362,1
8,Transport (Boda Boda),463035,243983.9218361666,36,830890,960657,465,1
5,Hospitality,378332,275358.289371643,11,484540,1045791,678,0
2,Transport (Boda Boda),535689,330324.29652980104,43,756349,780281,504,0
9,Services,1439600,488526.5866056482,3,937629,1947459,574,1
7,Manufacturing,1544616,991548.2782143508,40,483157,1268385,477,1
2,Services,977642,431573.1733076808,14,175183,1253722,716,0
14,Agriculture,538534,336547.10860508727,48,861309,1847613,346,1
14,Transport (Boda Boda),1674235,1120840.3079364046,16,622354,744096,422,1
10,Agriculture,816266,346872.93935682875,17,797278,711259,322,1
6,Manufacturing,976277,539112.238906287,43,74723,813043,515,0
7,Transport (Boda Boda),1649752,987472.7690519083,26,792515,1766534,556,1
5,Retail,667122,361998.94457495795,18,795818,365315,366,0
13,Retail,504976,173184.14209655373,10,185151,1911863,367,0
10,Transport (Boda Boda),1328699,674829.4811500744,4,209486,196192,483,1
7,Services,412977,168520.6332100384,31,783930,470331,812,1
3,Hospitality,1895010,768148.618691799,29,311896,1358064,399,1
13,Services,881148,545987.0054947457,4,96496,1825373,716,1
6,Services,521935,341331.87446464255,21,466152,744934,751,1
5,Retail,355076,127165.79665183745,21,142617,635768,421,0
3,Hospitality,960325,578118.0497270927,41,538606,887366,750,1
1,Retail,1160467,478812.8039832974,19,872109,1987328,633,1
1,Tech Startup,1052120,336743.95773450664,44,659599,1340080,632,1
6,Tech Startup,855056,613258.6127750622,38,755110,731376,624,1
6,Manufacturing,1582270,1163599.1209377132,25,212079,1342845,771,1
10,Retail,1041480,766295.9137320679,3,528058,879297,732,1
12,Agriculture,40946,22445.01609650509,32,485260,1928752,547,0
5,Services,1354391,812145.3383213063,7,966551,1527310,769,1
13,Transport (Boda Boda),1832156,705617.4635607651,18,345695,965767,608,1
7,Services,887424,643523.3709220245,28,155260,1322263,762,1
4,Retail,32419,23226.488726324547,33,497784,1718292,781,0
10,Hospitality,404793,259363.04225167108,39,162357,1908047,773,0
1,Manufacturing,1191744,468315.8504551013,16,525204,895484,802,1
8,Transport (Boda Boda),299934,205401.12639114002,18,85053,1410670,799,0
10,Retail,1916459,1292039.1272358894,9,985730,1725259,414,1
10,Transport (Boda Boda),1901736,1195991.1016954482,16,427479,1880641,686,1
2,Services,1800192,786721.3387264599,9,439948,1165009,320,0
3,Agriculture,860597,473413.52135855117,32,730559,571727,384,0
7,Hospitality,1882015,894875.1944316314,42,863204,596312,772,1
1,Retail,799521,548384.6336134323,20,871913,1593912,789,1
13,Services,1300325,688502.3993216624,25,621029,1811987,649,1
4,Agriculture,1408930,496834.6226867728,18,397751,1547827,563,1
1,Tech Startup,954622,408211.84846930427,33,407962,414716,303,0
6,Transport (Boda Boda),1676447,1182401.294802101,24,27757,983730,336,0
7,Hospitality,1744192,778495.1971610107,12,969738,1928359,843,1
9,Retail,1433285,955394.1153616611,34,971794,1014211,483,1
14,Agriculture,774208,521163.4621007399,4,989658,1798827,726,1
11,Tech Startup,1817555,1212556.4002256272,19,232084,1661029,564,1
9,Transport (Boda Boda),200680,131009.8575609118,44,348152,586364,307,0
2,Retail,1770652,993213.8584772566,1,69835,572757,816,1
11,Tech Startup,339055,253403.26275326073,18,959296,1673477,744,1
8,Services,282530,117435.5979572829,5,566966,267767,637,0
2,Agriculture,666004,303878.861282133,47,484497,1341132,530,0
6,Manufacturing,375752,152406.56279047,43,723380,608910,667,1
9,Tech Startup,1186495,591578.6273404208,16,711475,1596780,443,1
12,Services,1216688,928503.2571107075,27,194904,208988,567,1
9,Services,126242,81465.39810291637,22,927281,1415431,791,1
9,Services,40968,20609.156840614392,29,776230,1008298,472,0
1,Services,1677057,1246362.4720960532,5,493197,1724262,536,1
13,Tech Startup,797110,461130.847690129,10,313816,1030812,528,1
13,Hospitality,477301,307654.70671503607,23,64373,1970611,500,0
4,Manufacturing,67361,46445.59117005855,22,814250,1362588,358,0
1,Services,1666032,657959.9036482816,13,411742,1894348,340,0
11,Tech Startup,1429277,456197.743971346,24,122366,246164,368,1
1,Hospitality,843837,403992.5872600272,25,841618,1011743,512,0
2,Tech Startup,1453865,1069294.1547870778,15,989516,1085340,587,1
13,Services,123021,96836.28543340701,18,222071,1759475,453,0
10,Retail,1273790,715061.5552010203,5,330828,1328720,787,1
3,Hospitality,376930,212942.00976328872,35,451598,57399,494,0
13,Manufacturing,962621,658475.7827713776,11,889258,822592,785,1
8,Manufacturing,1905632,1114338.5866686995,28,7032,1802030,446,1
3,Manufacturing,927555,548368.4329009245,33,618408,97850,664,1
10,Agriculture,454895,214705.80833106762,20,361548,484848,816,1
5,Tech Startup,1492077,928609.0248459651,14,14439,1478931,786,1
4,Retail,1619826,934786.403144303,4,116189,1208866,522,1
9,Manufacturing,979540,453864.4825653744,46,31541,1434265,464,0
7,Retail,496186,321344.54241861776,2,480620,594444,605,0
12,Hospitality,745010,289588.91466749104,32,824341,643775,749,1
8,Services,447557,155777.99891184326,11,68304,415750,734,0
11,Transport (Boda Boda),1495771,843208.3410987596,4,522058,1343767,436,1
10,Manufacturing,1141153,392313.88763771736,6,628468,332068,702,1
12,Retail,1069671,362992.09262264916,48,538411,1585460,355,1
10,Tech Startup,851710,383793.8530444598,32,817585,1379064,749,1
9,Hospitality,221587,148644.74965701136,2,140073,1177360,719,0
9,Agriculture,575656,407378.6906750985,28,474917,633072,469,0
13,Tech Startup,1095373,472124.93449585437,18,939077,1738913,826,1
8,Transport (Boda Boda),119596,59291.935481978224,7,811536,58625,587,0
6,Tech Startup,429142,309068.1395279992,13,123182,1643430,737,0
13,Transport (Boda Boda),49717,21103.46261116306,48,683524,1041993,802,1
10,Retail,997362,613656.5095427672,46,350882,1492476,440,1
10,Services,1839201,1133382.0535736957,36,231704,1215995,730,1
8,Transport (Boda Boda),773158,421068.12820159335,19,581933,1726373,696,1
13,Services,835636,493620.5867244122,19,763260,402699,332,1
4,Services,301833,188987.300853013,41,981730,1810027,369,0
6,Tech Startup,1107288,461506.80592460383,33,955535,1643342,323,1
5,Manufacturing,113608,72171.78293157199,47,286539,1641620,647,0
14,Manufacturing,486961,208651.17436047198,35,899993,1913032,701,1
1,Retail,147192,61078.67242193271,37,947258,375499,652,0
7,Tech Startup,802780,269079.0548324011,32,481809,1284832,544,1
3,Retail,1242493,950248.1439779087,11,37180,1495675,420,0
4,Hospitality,1437240,722367.6919053275,20,582769,647726,801,1
6,Services,1714708,650119.7547772919,1,833410,1039924,385,1
14,Retail,751455,369366.1966139161,14,69224,1974413,549,1
13,Agriculture,1506498,551185.2853289774,47,737996,1266383,555,1
3,Retail,949717,519500.7408832803,7,814892,901112,597,1
9,Hospitality,374182,260105.11568835544,40,400850,258106,533,0
7,Retail,1702252,1073651.0343626423,43,667242,949574,680,1
8,Retail,1331147,667087.5249210251,28,799,1416379,501,0
2,Manufacturing,558769,442668.52298091253,9,647302,458177,563,0
11,Services,597158,459865.3548736222,3,86928,1620497,409,0
13,Hospitality,1985425,1028186.4427178119,22,23555,1977160,543,1
6,Agriculture,1466053,987145.5039691717,26,265232,1668647,391,0
3,Services,743486,406745.4300171584,35,371087,59422,445,0
5,Transport (Boda Boda),1106319,647868.1006355666,49,653288,1483498,462,1
4,Agriculture,1155788,630259.041830114,28,85350,64716,832,1
4,Services,1084098,638002.7317159654,19,329782,937766,632,1
12,Services,997600,794135.5828899754,24,286543,780520,802,1
7,Transport (Boda Boda),764027,417241.3269342867,43,298021,134106,494,0
1,Agriculture,184486,55562.33803195548,32,778952,1799404,837,0
7,Manufacturing,747468,266757.1119118595,38,566752,948886,695,1
6,Tech Startup,392598,302378.39736647636,36,701506,1420752,780,1
4,Retail,123565,82058.4882654974,23,185964,1648459,738,0
3,Agriculture,1328876,787532.3656020113,6,732878,1172767,579,1
7,Transport (Boda Boda),1169167,725471.6645097361,41,266152,1536256,796,1
8,Transport (Boda Boda),1066251,836376.0497740458,44,475629,956185,610,1
3,Hospitality,292028,138089.85704370838,19,129926,1627625,762,0
8,Retail,258117,192784.25601127496,16,682433,250798,777,1
11,Manufacturing,94489,64408.786626893285,36,62999,362051,722,0
4,Services,1897631,1136971.378364556,5,151606,1520973,840,1
10,Retail,1174258,877816.584965635,27,684765,1462210,558,1
11,Retail,1086105,606181.1710083509,49,411512,756376,800,1
9,Services,1136521,494683.1420613436,5,297180,1607474,390,0
11,Agriculture,702527,364847.45556997776,10,313612,1171470,360,0
6,Hospitality,430887,309941.71494919603,41,424861,1761573,813,1
2,Transport (Boda Boda),470472,367231.21689633856,3,200015,1222914,495,0
7,Services,1026840,670170.5364107958,25,227997,1224993,520,0
1,Services,918201,322266.76648858015,23,859575,1921795,575,1
13,Tech Startup,280609,181485.25093186548,27,373377,275784,540,0
13,Tech Startup,1669379,685478.5851955309,8,294849,224981,842,1
6,Services,1184937,783802.3062328792,42,285385,1519206,715,1
4,Retail,1262057,637657.3416582214,46,809121,245428,360,1
13,Services,115687,82233.17324429197,11,884735,340667,765,1
3,Agriculture,132105,92070.29276473582,25,836542,1844580,793,1
3,Agriculture,1674865,727772.5805461213,38,144905,1232618,311,0
7,Services,1060016,560186.045956871,26,984846,966978,807,1
1,Transport (Boda Boda),736861,517936.96850142546,31,726050,1841680,755,1
12,Services,349205,126990.47230887505,25,308792,1361775,311,0
13,Retail,1580155,788208.9554402692,6,398471,518163,432,1
9,Hospitality,597621,344178.5197817117,23,298307,1263619,815,1
14,Transport (Boda Boda),1064654,409763.23207511,37,251831,942008,742,1
7,Services,1566288,1112281.301066663,20,463609,717478,653,1
11,Manufacturing,1291585,849498.8343044653,2,366204,709774,386,1
9,Transport (Boda Boda),1940981,1121071.5437439121,15,694025,517726,341,1
13,Hospitality,1182936,540472.8967367527,17,397243,1863768,591,1
9,Manufacturing,1962991,1028551.9671174799,33,12150,849838,625,1
10,Transport (Boda Boda),922479,684592.5019004039,22,199756,1979423,520,0
6,Services,933817,528682.5320678016,29,492290,182915,373,0
13,Manufacturing,822491,428005.7870929964,1,25395,1380922,631,1
14,Hospitality,1796984,581697.7697467771,4,569798,1710809,414,1
9,Retail,877081,349724.46412631124,26,636148,921217,825,1
10,Services,186415,129230.61741913564,42,139728,1366461,577,0
4,Transport (Boda Boda),835122,559658.2859945213,9,631186,1438431,708,1
2,Tech Startup,375734,230870.72286136477,11,373798,719800,623,0
9,Manufacturing,1091038,327443.92534978094,45,420474,142889,360,0
4,Hospitality,924498,517803.4418593632,12,743681,548149,816,1
14,Retail,322788,224434.97489604988,22,254084,179466,552,0
9,Retail,163452,93084.35094531054,10,545999,710457,606,0
10,Transport (Boda Boda),1753253,1009121.0005537128,5,988537,824597,490,1
11,Services,754647,521180.70820068405,47,238680,1731594,431,0
8,Manufacturing,643226,496255.51949129417,35,403273,1341297,470,0
14,Manufacturing,393519,230612.884778009,19,820449,893224,394,1
1,Services,1057904,516422.0882019799,39,925749,146950,702,1
14,Retail,789890,626657.966127983,1,496195,1401441,581,1
8,Hospitality,354738,159357.29531711712,6,914048,771927,790,1
5,Retail,1089527,378484.50397045404,43,611410,845740,693,1
8,Retail,1151787,431498.57825413713,7,533008,438348,421,1
12,Retail,329257,102024.52005161288,6,922896,1648769,509,1
14,Services,1160441,567337.7620671307,16,715463,298535,715,1
8,Tech Startup,525935,175107.99790804528,6,672634,817522,317,0
5,Agriculture,1303596,655871.1482595546,26,877933,789280,747,1
1,Agriculture,1871710,999108.4553973135,39,817417,1257935,379,1
5,Transport (Boda Boda),769980,445745.32030688494,17,235311,919075,581,0
3,Retail,1649561,1302043.1025329675,21,14633,129164,808,1
6,Retail,143425,50027.98536487687,35,295182,1278736,773,0
3,Services,485432,232896.47386531715,15,946261,251466,689,1
4,Tech Startup,1552622,708986.2134826906,7,311416,187980,555,1
14,Manufacturing,1661311,953610.3707916159,5,824765,957651,385,1
2,Tech Startup,1872642,1226742.7431469657,24,812353,593628,617,1
6,Retail,1079214,684983.6357557157,37,350500,271668,746,1
3,Tech Startup,1905875,1325392.8146795677,28,362205,1837665,543,1
4,Tech Startup,1058240,844522.4673701987,48,454055,361207,819,1
5,Transport (Boda Boda),665687,365358.3023637388,12,59567,359150,510,0
10,Hospitality,1654470,996654.1854589913,37,716079,1062968,626,1
4,Manufacturing,836309,591892.5788722789,11,282566,345625,392,0
9,Manufacturing,1321347,886756.6383995905,19,869559,404398,652,1
2,Transport (Boda Boda),483788,199747.13323382006,7,87695,1228642,798,0
11,Services,564380,293837.2050875019,42,204300,340699,554,0
5,Agriculture,883689,458172.8021180959,36,495707,205223,368,0
5,Services,1424668,1023185.3281041334,35,335740,1682935,477,1
9,Hospitality,1140044,791347.4107119526,9,137405,825807,641,1
5,Agriculture,1270251,753391.0546558301,22,696101,1534562,714,1
3,Agriculture,1042658,634176.3331861406,18,274073,1605084,445,0
3,Transport (Boda Boda),1037977,793978.9683870354,3,209496,742698,791,1
11,Hospitality,1808723,661026.0835702507,24,81991,404824,665,1
